Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
23,Sun,2015-02-01,14:00,Caen,1–0,Saint-Étienne,19432,Stade Michel d'Ornano,Bartolomeu Varela,Match Report,
23,Sun,2015-02-01,17:00,Bordeaux,1–1,Guingamp,16104,Stade Jacques Chaban-Delmas,Sébastien Desiage,Match Report,
23,Sun,2015-02-01,21:00,Monaco,0–0,Lyon,7161,Stade Louis II.,Saïd Ennjimi,Match Report,
24,Fri,2015-02-06,20:30,Saint-Étienne,3–3,Lens,31974,Stade Geoffroy-Guichard,Olivier Thual,Match Report,
24,Sat,2015-02-07,16:00,Rennes,1–1,Marseille,25322,Roazhon Park,Amaury Delerue,Match Report,
24,Sat,2015-02-07,20:00,Bastia,2–0,Metz,11399,Stade Armand Césari,Stéphane Lannoy,Match Report,
24,Sat,2015-02-07,20:00,Caen,2–0,Toulouse,13960,Stade Michel d'Ornano,Wilfried Bien,Match Report,
24,Sat,2015-02-07,20:00,Montpellier,1–2,Lille,10635,Stade de la Mosson,Sébastien Moreira,Match Report,
24,Sat,2015-02-07,20:00,Reims,1–3,Lorient,11757,Stade Auguste-Delaune II,Benoît Bastien,Match Report,
24,Sat,2015-02-07,20:00,Evian,0–1,Bordeaux,10031,Parc des Sports,Mikael Lesage,Match Report,
24,Sun,2015-02-08,14:00,Guingamp,1–0,Monaco,13531,Stade du Roudourou,Ruddy Buquet,Match Report,
24,Sun,2015-02-08,17:00,Nice,0–0,Nantes,18062,Stade de Nice,Tony Chapron,Match Report,
24,Sun,2015-02-08,21:00,Lyon,1–1,Paris S-G,37581,Matmut Stadium de Gerland,Clément Turpin,Match Report,
25,Fri,2015-02-13,20:30,Marseille,2–2,Reims,43653,Orange Vélodrome,Philippe Kalt,Match Report,
25,Sat,2015-02-14,16:00,Paris S-G,2–2,Caen,45571,Parc des Princes,Franck Schneider,Match Report,
25,Sat,2015-02-14,20:00,Lens,0–2,Evian,7899,Stade de la Licorne,Ruddy Buquet,Match Report,
25,Sat,2015-02-14,20:00,Toulouse,2–1,Rennes,14786,Stadium Municipal,Alexandre Castro,Match Report,
25,Sat,2015-02-14,20:00,Lille,0–0,Nice,35053,Stade Pierre-Mauroy,Bartolomeu Varela,Match Report,
25,Sat,2015-02-14,20:00,Nantes,0–2,Bastia,19789,Stade de la Beaujoire - Louis Fonteneau,Mikael Lesage,Match
25,Sun,2015-02-15,14:00,Bordeaux,1–0,Saint-Étienne,27661,Stade Jacques Chaban-Delmas,Antony Gautier,Match Report,
25,Sun,2015-02-15,17:00,Metz,0–2,Guingamp,20252,Stade Saint-Symphorien,Benoît Millot,Match Report,
25,Sun,2015-02-15,21:00,Lorient,1–1,Lyon,14354,Stade Yves Allainmat - Le Moustoir,Stéphane Lannoy,Match Report,
26,Fri,2015-02-20,20:30,Nice,0–1,Monaco,24130,Stade de Nice,Benoît Bastien,Match Report,
26,Sat,2015-02-21,17:00,Paris S-G,3–1,Toulouse,45628,Parc des Princes,Amaury Delerue,Match Report,
26,Sat,2015-02-21,20:00,Rennes,1–1,Bordeaux,16833,Roazhon Park,Mikael Lesage,Match Report,
26,Sat,2015-02-21,20:00,Bastia,2–1,Lille,11621,Stade Armand Césari,Sébastien Desiage,Match Report,
26,Sat,2015-02-21,20:00,Caen,4–1,Lens,17751,Stade Michel d'Ornano,Tony Chapron,Match Report,
26,Sun,2015-02-22,14:00,Guingamp,0–2,Montpellier,13942,Stade du Roudourou,Alexandre Castro,Match Report,
26,Sun,2015-02-22,17:00,Reims,0–0,Metz,12575,Stade Auguste-Delaune II,Wilfried Bien,Match Report,
26,Sun,2015-02-22,17:00,Lyon,1–0,Nantes,36819,Matmut Stadium de Gerland,Frédy Fautrel,Match Report,
26,Sun,2015-02-22,21:00,Saint-Étienne,2–2,Marseille,35651,Stade Geoffroy-Guichard,Clément Turpin,Match Report,
27,Fri,2015-02-27,20:30,Marseille,2–3,Caen,44614,Orange Vélodrome,Sébastien Desiage,Match Report,
27,Sat,2015-02-28,16:00,Lille,2–1,Lyon,40080,Stade Pierre-Mauroy,Lionel Jaffredo,Match Report,
27,Sat,2015-02-28,20:00,Bordeaux,1–1,Reims,19212,Stade Jacques Chaban-Delmas,Tony Chapron,Match Report,
27,Sat,2015-02-28,20:00,Lorient,2–0,Bastia,13619,Stade Yves Allainmat - Le Moustoir,Wilfried Bien,Match Report,
27,Sat,2015-02-28,20:00,Toulouse,1–1,Saint-Étienne,14579,Stadium Municipal,Franck Schneider,Match Report,
27,Sat,2015-02-28,20:00,Lens,0–1,Rennes,7549,Stade de la Licorne,Benoît Millot,Match Report,
27,Sat,2015-02-28,20:00,Metz,1–2,Evian,16286,Stade Saint-Symphorien,Philippe Kalt,Match Report,
27,Sun,2015-03-01,14:00,Nantes,1–0,Guingamp,24118,Stade de la Beaujoire - Louis Fonteneau,Amaury Delerue,Match Report,
27,Sun,2015-03-01,17:00,Montpellier,2–1,Nice,12083,Stade de la Mosson,Ruddy Buquet,Match Report,
27,Sun,2015-03-01,21:00,Monaco,0–0,Paris S-G,12065,Stade Louis II.,Bartolomeu Varela,Match Report,
26,Wed,2015-03-04,19:00,Evian,1–0,Lorient,7643,Parc des Sports,Franck Schneider,Match Report,
28,Fri,2015-03-06,20:30,Toulouse,1–6,Marseille,19000,Stadium Municipal,Tony Chapron,Match Report,
28,Sat,2015-03-07,17:00,Paris S-G,4–1,Lens,46279,Parc des Princes,Wilfried Bien,Match Report,
28,Sat,2015-03-07,20:00,Rennes,1–0,Metz,17174,Roazhon Park,Antony Gautier,Match Report,
28,Sat,2015-03-07,20:00,Caen,1–2,Bordeaux,20067,Stade Michel d'Ornano,Olivier Thual,Match Report,
28,Sat,2015-03-07,20:00,Bastia,2–1,Nice,13777,Stade Armand Césari,Frédy Fautrel,Match Report,
28,Sat,2015-03-07,20:00,Evian,1–3,Monaco,10905,Parc des Sports,Nicolas Rainville,Match Report,
28,Sat,2015-03-07,20:00,Reims,3–1,Nantes,15261,Stade Auguste-Delaune II,Alexandre Castro,Match Report,
28,Sun,2015-03-08,14:00,Saint-Étienne,2–0,Lorient,30921,Stade Geoffroy-Guichard,Mikael Lesage,Match Report,
28,Sun,2015-03-08,17:00,Guingamp,0–1,Lille,13639,Stade du Roudourou,Benoît Bastien,Match Report,
28,Sun,2015-03-08,21:00,Montpellier,1–5,Lyon,16431,Matmut Stadium de Gerland,Amaury Delerue,Match Report,
29,Fri,2015-03-13,20:30,Monaco,3–0,Bastia,5764,Stade Louis II.,Ruddy Buquet,Match Report,
29,Fri,2015-03-13,20:30,Nice,1–2,Guingamp,,Stade de Nice,Benoît Millot,Match Report,
29,Sat,2015-03-14,17:00,Metz,2–3,Saint-Étienne,16721,Stade Saint-Symphorien,Nicolas Rainville,Match Report,
29,Sat,2015-03-14,20:00,Montpellier,3–1,Reims,11250,Stade de la Mosson,Frédy Fautrel,Match Report,
29,Sat,2015-03-14,20:00,Lens,1–0,Toulouse,7494,Stade de la Licorne,Sébastien Desiage,Match Report,
29,Sat,2015-03-14,20:00,Lorient,2–1,Caen,12877,Stade Yves Allainmat - Le Moustoir,Philippe Kalt,Match Report,
29,Sat,2015-03-14,20:00,Nantes,2–1,Evian,22047,Stade de la Beaujoire - Louis Fonteneau,Bartolomeu Varela,Match Report,
29,Sun,2015-03-15,14:00,Lille,3–0,Rennes,34727,Stade Pierre-Mauroy,Clément Turpin,Match Report,
29,Sun,2015-03-15,17:00,Bordeaux,3–2,Paris S-G,32236,Stade Jacques Chaban-Delmas,Lionel Jaffredo,Match Report,
29,Sun,2015-03-15,21:00,Marseille,0–0,Lyon,62832,Orange Vélodrome,Benoît Bastien,Match Report,
30,Fri,2015-03-20,20:30,Paris S-G,3–1,Lorient,45705,Parc des Princes,Tony Chapron,Match Report,
30,Sat,2015-03-21,16:00,Lyon,1–2,Nice,36300,Matmut Stadium de Gerland,Antony Gautier,Match Report,
30,Sat,2015-03-21,20:00,Bastia,0–0,Guingamp,,Stade Armand Césari,Stéphane Lannoy,Match Report,
30,Sat,2015-03-21,20:00,Rennes,0–0,Nantes,25140,Roazhon Park,Wilfried Bien,Match Report,
30,Sat,2015-03-21,20:00,Caen,0–0,Metz,15810,Stade Michel d'Ornano,Alexandre Castro,Match Report,
30,Sat,2015-03-21,20:00,Toulouse,2–1,Bordeaux,15288,Stadium Municipal,Nicolas Rainville,Match Report,
30,Sat,2015-03-21,20:00,Evian,1–0,Montpellier,8730,Parc des Sports,Mikael Lesage,Match Report,
30,Sun,2015-03-22,14:00,Saint-Étienne,2–0,Lille,32185,Stade Geoffroy-Guichard,Saïd Ennjimi,Match Report,
30,Sun,2015-03-22,17:00,Reims,1–3,Monaco,14692,Stade Auguste-Delaune II,Franck Schneider,Match Report,
30,Sun,2015-03-22,21:00,Lens,0–4,Marseille,70122,Stade de France,Frédy Fautrel,Match Report,
31,Fri,2015-04-03,20:30,Monaco,1–1,Saint-Étienne,8894,Stade Louis II.,Lionel Jaffredo,Match Report,
31,Sat,2015-04-04,17:00,Guingamp,1–3,Lyon,17381,Stade du Roudourou,Clément Turpin,Match Report,
31,Sat,2015-04-04,20:00,Metz,3–2,Toulouse,20072,Stade Saint-Symphorien,Bartolomeu Varela,Match Report,
31,Sat,2015-04-04,20:00,Montpellier,3–1,Bastia,11349,Stade de la Mosson,Alexandre Castro,Match Report,
31,Sat,2015-04-04,20:00,Lorient,0–3,Rennes,14718,Stade Yves Allainmat - Le Moustoir,Sébastien Desiage,Match Report,
31,Sat,2015-04-04,20:00,Lille,3–1,Reims,38632,Stade Pierre-Mauroy,Olivier Thual,Match Report,
31,Sat,2015-04-04,20:00,Nice,2–2,Evian,18518,Stade de Nice,Amaury Delerue,Match Report,
31,Sun,2015-04-05,14:00,Bordeaux,2–1,Lens,22407,Stade Jacques Chaban-Delmas,Philippe Kalt,Match Report,
31,Sun,2015-04-05,17:00,Nantes,1–2,Caen,25560,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot,Match Report,
31,Sun,2015-04-05,21:00,Marseille,2–3,Paris S-G,65148,Orange Vélodrome,Ruddy Buquet,Match Report,
25,Tue,2015-04-07,19:00,Monaco,0–0,Montpellier,5676,Stade Louis II.,Saïd Ennjimi,Match Report,
32,Fri,2015-04-10,20:30,Caen,0–3,Monaco,20065,Stade Michel d'Ornano,Tony Chapron,Match Report,
32,Sun,2015-04-12,14:00,Saint-Étienne,1–0,Nantes,37417,Stade Geoffroy-Guichard,Franck Schneider,Match Report,
32,Sun,2015-04-12,17:00,Toulouse,1–0,Montpellier,18734,Stadium Municipal,Wilfried Bien,Match Report,
32,Sun,2015-04-12,17:00,Rennes,1–0,Guingamp,27193,Roazhon Park,Antony Gautier,Match Report,
32,Sun,2015-04-12,17:00,Lens,0–0,Lorient,7468,Stade de la Licorne,Sébastien Moreira,Match Report,
32,Sun,2015-04-12,17:00,Reims,0–1,Nice,14905,Stade Auguste-Delaune II,Mikael Lesage,Match Report,
32,Sun,2015-04-12,17:00,Evian,0–1,Lille,9986,Parc des Sports,Frédy Fautrel,Match Report,
32,Sun,2015-04-12,21:00,Bordeaux,1–0,Marseille,32408,Stade Jacques Chaban-Delmas,Bartolomeu Varela,Match Report,
32,Wed,2015-04-15,18:30,Lyon,2–0,Bastia,36549,Matmut Stadium de Gerland,Lionel Jaffredo,Match Report,
33,Fri,2015-04-17,20:30,Nantes,1–0,Marseille,36022,Stade de la Beaujoire - Louis Fonteneau,Stéphane Lannoy,Match Report,
33,Sat,2015-04-18,17:00,Nice,1–3,Paris S-G,25145,Stade de Nice,Sébastien Desiage,Match Report,
33,Sat,2015-04-18,20:00,Monaco,1–1,Rennes,6527,Stade Louis II.,Olivier Thual,Match Report,
33,Sat,2015-04-18,20:00,Guingamp,1–1,Evian,13788,Stade du Roudourou,Ruddy Buquet,Match Report,
33,Sat,2015-04-18,20:00,Lorient,0–1,Toulouse,13511,Stade Yves Allainmat - Le Moustoir,Alexandre Castro,Match Report,
33,Sat,2015-04-18,20:00,Bastia,1–2,Reims,15452,Stade Armand Césari,Benoît Millot,Match Report,
33,Sat,2015-04-18,20:00,Metz,3–1,Lens,16875,Stade Saint-Symphorien,Franck Schneider,Match Report,
33,Sun,2015-04-19,14:00,Lille,2–0,Bordeaux,37605,Stade Pierre-Mauroy,Mikael Lesage,Match Report,
33,Sun,2015-04-19,17:00,Montpellier,1–0,Caen,11308,Stade de la Mosson,Antony Gautier,Match Report,
33,Sun,2015-04-19,21:00,Lyon,2–2,Saint-Étienne,37715,Matmut Stadium de Gerland,Saïd Ennjimi,Match Report,
34,Fri,2015-04-24,20:30,Marseille,3–5,Lorient,55180,Orange Vélodrome,Saïd Ennjimi,Match Report,
34,Sat,2015-04-25,17:00,Paris S-G,6–1,Lille,45001,Parc des Princes,Clément Turpin,Match Report,
34,Sat,2015-04-25,20:00,Caen,0–2,Guingamp,18807,Stade Michel d'Ornano,Franck Schneider,Match Report,
34,Sat,2015-04-25,20:00,Rennes,2–1,Nice,20675,Roazhon Park,Tony Chapron,Match Report,
34,Sat,2015-04-25,20:00,Evian,1–2,Bastia,8521,Parc des Sports,Sébastien Moreira,Match Report,
34,Sat,2015-04-25,20:00,Bordeaux,1–1,Metz,22708,Stade Jacques Chaban-Delmas,Sébastien Desiage,Match Report,
34,Sat,2015-04-25,20:00,Toulouse,1–1,Nantes,17274,Stadium Municipal,Lionel Jaffredo,Match Report,
34,Sun,2015-04-26,14:00,Saint-Étienne,1–0,Montpellier,35231,Stade Geoffroy-Guichard,Benoît Bastien,Match Report,
34,Sun,2015-04-26,17:00,Lens,0–3,Monaco,11228,Stade de la Licorne,Bartolomeu Varela,Match Report,
34,Sun,2015-04-26,21:00,Reims,2–4,Lyon,19270,Stade Auguste-Delaune II,Frédy Fautrel,Match Report,
32,Tue,2015-04-28,21:00,Paris S-G,3–1,Metz,46337,Parc des Princes,Mikael Lesage,Match Report,
35,Fri,2015-05-01,20:30,Metz,0–2,Marseille,23190,Stade Saint-Symphorien,Benoît Millot,Match Report,
35,Sat,2015-05-02,17:00,Lyon,2–0,Evian,36839,Matmut Stadium de Gerland,Benoît Bastien,Match Report,
35,Sat,2015-05-02,20:00,Lorient,0–0,Bordeaux,16143,Stade Yves Allainmat - Le Moustoir,Frédy Fautrel,Match Report,
35,Sat,2015-05-02,20:00,Bastia,1–0,Saint-Étienne,14944,Stade Armand Césari,Stéphane Lannoy,Match Report,
35,Sat,2015-05-02,20:00,Nice,1–1,Caen,19009,Stade de Nice,Philippe Kalt,Match Report,
35,Sat,2015-05-02,20:00,Montpellier,0–0,Rennes,12074,Stade de la Mosson,Franck Schneider,Match Report,
35,Sat,2015-05-02,20:00,Guingamp,2–0,Reims,14662,Stade du Roudourou,Alexandre Castro,Match Report,
35,Sun,2015-05-03,14:00,Lille,3–1,Lens,41435,Stade Pierre-Mauroy,Tony Chapron,Match Report,
35,Sun,2015-05-03,17:00,Monaco,4–1,Toulouse,7006,Stade Louis II.,Nicolas Rainville,Match Report,
35,Sun,2015-05-03,21:00,Nantes,0–2,Paris S-G,34088,Stade de la Beaujoire - Louis Fonteneau,Ruddy Buquet,Match Report,
36,Fri,2015-05-08,20:30,Paris S-G,6–0,Guingamp,46683,Parc des Princes,Sébastien Moreira,Match Report,
36,Sat,2015-05-09,17:00,Caen,3–0,Lyon,19842,Stade Michel d'Ornano,Nicolas Rainville,Match Report,
36,Sat,2015-05-09,20:00,Evian,2–3,Reims,13740,Parc des Sports,Lionel Jaffredo,Match Report,
36,Sat,2015-05-09,20:00,Metz,0–4,Lorient,16986,Stade Saint-Symphorien,Wilfried Bien,Match Report,
36,Sat,2015-05-09,20:00,Rennes,0–1,Bastia,20368,Roazhon Park,Saïd Ennjimi,Match Report,
36,Sat,2015-05-09,20:00,Toulouse,3–2,Lille,19830,Stadium Municipal,Sébastien Desiage,Match Report,
36,Sat,2015-05-09,20:00,Bordeaux,2–1,Nantes,31495,Stade Jacques Chaban-Delmas,Antony Gautier,Match Report,
36,Sun,2015-05-10,14:00,Lens,0–1,Montpellier,8343,Stade de la Licorne,Mikael Lesage,Match Report,
36,Sun,2015-05-10,17:00,Saint-Étienne,5–0,Nice,32770,Stade Geoffroy-Guichard,Bartolomeu Varela,Match Report,
36,Sun,2015-05-10,21:00,Marseille,2–1,Monaco,62471,Orange Vélodrome,Clément Turpin,Match Report,
37,Sat,2015-05-16,21:00,Lyon,1–1,Bordeaux,39961,Matmut Stadium de Gerland,Benoît Millot,Match Report,
37,Sat,2015-05-16,21:00,Evian,1–2,Saint-Étienne,14382,Parc des Sports,Ruddy Buquet,Match Report,
37,Sat,2015-05-16,21:00,Nice,2–1,Lens,20185,Stade de Nice,Nicolas Rainville,Match Report,
37,Sat,2015-05-16,21:00,Bastia,1–1,Caen,14902,Stade Armand Césari,Alexandre Castro,Match Report,
37,Sat,2015-05-16,21:00,Lille,0–4,Marseille,44286,Stade Pierre-Mauroy,Tony Chapron,Match Report,
37,Sat,2015-05-16,21:00,Guingamp,2–1,Toulouse,17239,Stade du Roudourou,Benoît Bastien,Match Report,
37,Sat,2015-05-16,21:00,Nantes,1–1,Lorient,28321,Stade de la Beaujoire - Louis Fonteneau,Olivier Thual,Match Report,
37,Sat,2015-05-16,21:00,Montpellier,1–2,Paris S-G,27930,Stade de la Mosson,Frédy Fautrel,Match Report,
37,Sat,2015-05-16,21:00,Monaco,2–0,Metz,8627,Stade Louis II.,Amaury Delerue,Match Report,
37,Sat,2015-05-16,21:00,Reims,1–0,Rennes,16712,Stade Auguste-Delaune II,Stéphane Lannoy,Match Report,
38,Sat,2015-05-23,21:00,Rennes,0–1,Lyon,26281,Roazhon Park,Philippe Kalt,Match Report,
38,Sat,2015-05-23,21:00,Lorient,0–1,Monaco,15844,Stade Yves Allainmat - Le Moustoir,Tony Chapron,Match Report,
38,Sat,2015-05-23,21:00,Marseille,3–0,Bastia,59533,Orange Vélodrome,Ruddy Buquet,Match Report,
38,Sat,2015-05-23,21:00,Paris S-G,3–2,Reims,46297,Parc des Princes,Clément Turpin,Match Report,
38,Sat,2015-05-23,21:00,Lens,1–0,Nantes,9123,Stade de la Licorne,Sébastien Moreira,Match Report,
38,Sat,2015-05-23,21:00,Toulouse,2–3,Nice,19830,Stadium Municipal,Lionel Jaffredo,Match Report,
38,Sat,2015-05-23,21:00,Bordeaux,2–1,Montpellier,40275,Stade Jacques Chaban-Delmas,Benoît Bastien,Match Report,
38,Sat,2015-05-23,21:00,Caen,3–2,Evian,19937,Stade Michel d'Ornano,Antony Gautier,Match Report,
38,Sat,2015-05-23,21:00,Saint-Étienne,2–1,Guingamp,39147,Stade Geoffroy-Guichard,Frédy Fautrel,Match Report,
38,Sat,2015-05-23,21:00,Metz,1–4,Lille,15939,Stade Saint-Symphorien,Bartolomeu Varela,Match Report,
