Round,Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,19,Wed,2017-12-20,20:50,Lille,0.7,1–1,0.9,Nice,26450,Stade Pierre-Mauroy,Franck Schneider,Match Report,
Regular Season,19,Wed,2017-12-20,20:50,Toulouse,2.7,1–2,2.7,Lyon,15853,Stadium Municipal,François Letexier,Match Report,
Regular Season,19,Wed,2017-12-20,20:50,Paris S-G,2.9,3–1,1.1,Caen,47490,Parc des Princes,Karim Abed,Match Report,
Regular Season,19,Wed,2017-12-20,20:50,Guingamp,2.6,2–1,0.3,Saint-Étienne,14165,Stade du Roudourou,Johan Hamel,Match Report,
Regular Season,19,Wed,2017-12-20,20:50,Metz,1.7,3–0,1.2,Strasbourg,16874,Stade Saint-Symphorien,Clément Turpin,Match Report,
Regular Season,19,Wed,2017-12-20,20:50,Angers,2.7,2–1,1.5,Dijon,8017,Stade Raymond Kopa,Amaury Delerue,Match Report,
Regular Season,19,Wed,2017-12-20,20:50,Amiens,0.7,0–1,1.0,Nantes,8865,Stade de la Licorne,Jérôme Brisard,Match Report,
Regular Season,19,Wed,2017-12-20,20:50,Marseille,1.7,3–1,1.0,Troyes,37949,Orange Vélodrome,Olivier Thual,Match Report,

Regular Season,20,Fri,2018-01-12,20:45,Strasbourg,1.5,0–2,0.9,Guingamp,22578,Stade de la Meinau,Sébastien Moreira,Match Report,
Regular Season,20,Sat,2018-01-13,17:00,Rennes,1.3,0–3,2.3,Marseille,23700,Roazhon Park,Clément Turpin,Match Report,
Regular Season,20,Sat,2018-01-13,20:00,Nice,1.4,1–0,0.5,Amiens,17340,Stade de Nice,Amaury Delerue,Match Report,
Regular Season,20,Sat,2018-01-13,20:00,Troyes,1.3,0–1,0.8,Bordeaux,10822,Stade de l'Aube,Jérôme Brisard,Match Report,
Regular Season,20,Sat,2018-01-13,20:00,Montpellier,1.1,0–0,1.2,Monaco,14643,Stade de la Mosson,Antony Gautier,Match Report,
Regular Season,20,Sat,2018-01-13,20:00,Dijon,1.1,1–1,1.3,Metz,10668,Stade Gaston Gérard,François Letexier,Match Report,
Regular Season,20,Sat,2018-01-13,20:00,Caen,0.9,0–1,1.3,Lille,18283,Stade Michel d'Ornano,Johan Hamel,Match Report,
Regular Season,20,Sun,2018-01-14,15:00,Saint-Étienne,1.9,2–0,0.9,Toulouse,23295,Stade Geoffroy-Guichard,Mikael Lesage,Match Report,
Regular Season,20,Sun,2018-01-14,17:00,Lyon,1.1,1–1,1.3,Angers,36691,Groupama Stadium,Franck Schneider,Match Report,
Regular Season,20,Sun,2018-01-14,21:00,Nantes,1.2,0–1,2.4,Paris S-G,34486,Stade de la Beaujoire - Louis Fonteneau,Tony Chapron,Match Report,

Regular Season,21,Tue,2018-01-16,19:00,Marseille,2.8,2–0,0.1,Strasbourg,38099,Orange Vélodrome,Ruddy Buquet,Match Report,
Regular Season,21,Tue,2018-01-16,19:00,Bordeaux,0.9,0–2,1.2,Caen,14368,Stade Matmut-Atlantique,Stéphane Jochem,Match Report,
Regular Season,21,Tue,2018-01-16,21:00,Monaco,1.2,2–2,1.2,Nice,10533,Stade Louis II.,François Letexier,Match Report,
Regular Season,21,Wed,2018-01-17,19:00,Lille,0.6,1–2,1.8,Rennes,27816,Stade Pierre-Mauroy,Mikael Lesage,Match Report,
Regular Season,21,Wed,2018-01-17,19:00,Amiens,1.3,1–1,1.6,Montpellier,8233,Stade de la Licorne,Karim Abed,Match Report,
Regular Season,21,Wed,2018-01-17,19:00,Metz,2.8,3–0,0.5,Saint-Étienne,12702,Stade Saint-Symphorien,Benoît Millot,Match Report,
Regular Season,21,Wed,2018-01-17,19:00,Toulouse,1.5,1–1,0.5,Nantes,13742,Stadium Municipal,Thomas Léonard,Match Report,
Regular Season,21,Wed,2018-01-17,19:00,Guingamp,0.6,0–2,2.1,Lyon,14638,Stade du Roudourou,Nicolas Rainville,Match Report,
Regular Season,21,Wed,2018-01-17,19:00,Angers,1.4,3–1,0.4,Troyes,8046,Stade Raymond Kopa,Amaury Delerue,Match Report,
Regular Season,21,Wed,2018-01-17,21:00,Paris S-G,4.2,8–0,0.2,Dijon,47483,Parc des Princes,Olivier Thual,Match Report,

Regular Season,22,Fri,2018-01-19,20:45,Caen,0.2,0–2,1.7,Marseille,20249,Stade Michel d'Ornano,François Letexier,Match Report,
Regular Season,22,Sat,2018-01-20,17:00,Nantes,1.3,0–1,0.4,Bordeaux,26076,Stade de la Beaujoire - Louis Fonteneau,Johan Hamel,Match Report,
Regular Season,22,Sat,2018-01-20,20:00,Rennes,1.5,1–0,0.4,Angers,21186,Roazhon Park,Sébastien Moreira,Match Report,
Regular Season,22,Sat,2018-01-20,20:00,Amiens,2.5,3–1,0.5,Guingamp,8686,Stade de la Licorne,Sébastien Desiage,Match Report,
Regular Season,22,Sat,2018-01-20,20:00,Montpellier,2.2,2–1,0.9,Toulouse,10652,Stade de la Mosson,Jérôme Brisard,Match Report,
Regular Season,22,Sat,2018-01-20,20:00,Troyes,0.5,1–0,0.6,Lille,9269,Stade de l'Aube,Stéphane Jochem,Match Report,
Regular Season,22,Sat,2018-01-20,20:00,Strasbourg,2.4,3–2,1.5,Dijon,21067,Stade de la Meinau,Antony Gautier,Match Report,
Regular Season,22,Sun,2018-01-21,15:00,Nice,0.3,1–0,0.4,Saint-Étienne,23254,Stade de Nice,Franck Schneider,Match Report,
Regular Season,22,Sun,2018-01-21,17:00,Monaco,2.2,3–1,0.1,Metz,6333,Stade Louis II.,Mikael Lesage,Match Report,
Regular Season,22,Sun,2018-01-21,21:00,Lyon,1.1,2–1,0.7,Paris S-G,57582,Groupama Stadium,Clément Turpin,Match Report,

Regular Season,23,Fri,2018-01-26,20:45,Dijon,1.7,2–1,1.1,Rennes,10091,Stade Gaston Gérard,Jérôme Brisard,Match Report,
Regular Season,23,Sat,2018-01-27,17:00,Paris S-G,3.8,4–0,0.4,Montpellier,47379,Parc des Princes,Franck Schneider,Match Report,
Regular Season,23,Sat,2018-01-27,20:00,Saint-Étienne,0.7,2–1,1.4,Caen,21559,Stade Geoffroy-Guichard,Sébastien Moreira,Match Report,
Regular Season,23,Sat,2018-01-27,20:00,Metz,0.8,2–1,2.2,Nice,13200,Stade Saint-Symphorien,Johan Hamel,Match Report,
Regular Season,23,Sat,2018-01-27,20:00,Toulouse,2.2,1–0,0.0,Troyes,19028,Stadium Municipal,Benoît Bastien,Match Report,
Regular Season,23,Sat,2018-01-27,20:00,Angers,1.5,1–0,0.0,Amiens,8914,Stade Raymond Kopa,Olivier Thual,Match Report,
Regular Season,23,Sat,2018-01-27,20:00,Guingamp,0.3,0–3,1.7,Nantes,13761,Stade du Roudourou,Benoît Millot,Match Report,
Regular Season,23,Sun,2018-01-28,15:00,Lille,0.7,2–1,1.1,Strasbourg,27462,Stade Pierre-Mauroy,Sébastien Desiage,Match Report,
Regular Season,23,Sun,2018-01-28,17:00,Bordeaux,2.2,3–1,0.4,Lyon,29310,Stade Matmut-Atlantique,François Letexier,Match Report,
Regular Season,23,Sun,2018-01-28,21:00,Marseille,1.9,2–2,0.9,Monaco,51279,Orange Vélodrome,Antony Gautier,Match Report,

Regular Season,24,Fri,2018-02-02,20:45,Marseille,4.8,6–3,1.2,Metz,32745,Orange Vélodrome,Olivier Thual,Match Report,
Regular Season,24,Sat,2018-02-03,17:00,Lille,0.3,0–3,1.5,Paris S-G,49082,Stade Pierre-Mauroy,Johan Hamel,Match Report,
Regular Season,24,Sat,2018-02-03,20:00,Amiens,0.5,0–2,2.4,Saint-Étienne,9255,Stade de la Licorne,Thomas Léonard,Match Report,
Regular Season,24,Sat,2018-02-03,20:00,Strasbourg,0.4,0–2,0.8,Bordeaux,24662,Stade de la Meinau,Jérôme Brisard,Match Report,
Regular Season,24,Sat,2018-02-03,20:00,Montpellier,0.4,2–1,1.1,Angers,9549,Stade de la Mosson,Stéphane Jochem,Match Report,
Regular Season,24,Sat,2018-02-03,20:00,Nice,1.1,0–1,0.3,Toulouse,17231,Stade de Nice,Antony Gautier,Match Report,
Regular Season,24,Sun,2018-02-04,15:00,Rennes,1.5,0–1,0.8,Guingamp,28705,Roazhon Park,Ruddy Buquet,Match Report,
Regular Season,24,Sun,2018-02-04,17:00,Caen,2.2,3–2,0.9,Nantes,16121,Stade Michel d'Ornano,Karim Abed,Match Report,
Regular Season,24,Sun,2018-02-04,21:00,Monaco,1.5,3–2,1.0,Lyon,10301,Stade Louis II.,Benoît Bastien,Match Report,

Regular Season,25,Fri,2018-02-09,20:45,Saint-Étienne,1.5,2–2,1.3,Marseille,30162,Stade Geoffroy-Guichard,Franck Schneider,Match Report,
Regular Season,25,Sat,2018-02-10,17:00,Toulouse,0.2,0–1,1.5,Paris S-G,31909,Stadium Municipal,Ruddy Buquet,Match Report,
Regular Season,25,Sat,2018-02-10,20:00,Metz,1.0,0–1,0.9,Montpellier,12304,Stade Saint-Symphorien,Sébastien Desiage,Match Report,
Regular Season,25,Sat,2018-02-10,20:00,Guingamp,0.3,0–0,1.0,Caen,13988,Stade du Roudourou,Stéphane Jochem,Match Report,
Regular Season,25,Sat,2018-02-10,20:00,Dijon,2.4,3–2,1.4,Nice,11901,Stade Gaston Gérard,Nicolas Rainville,Match Report,
Regular Season,25,Sat,2018-02-10,20:00,Angers,0.9,0–4,2.2,Monaco,12759,Stade Raymond Kopa,Thomas Léonard,Match Report,
Regular Season,25,Sat,2018-02-10,20:00,Bordeaux,1.8,3–2,2.2,Amiens,19889,Stade Matmut-Atlantique,Benoît Bastien,Match Report,
Regular Season,25,Sun,2018-02-11,15:00,Strasbourg,1.5,2–1,1.1,Troyes,22926,Stade de la Meinau,François Letexier,Match Report,
Regular Season,25,Sun,2018-02-11,17:00,Nantes,2.2,2–2,0.5,Lille,22655,Stade de la Beaujoire - Louis Fonteneau,Mikael Lesage,Match Report,
Regular Season,25,Sun,2018-02-11,21:00,Lyon,2.0,0–2,0.8,Rennes,39189,Groupama Stadium,Amaury Delerue,Match Report,

Regular Season,26,Fri,2018-02-16,20:45,Monaco,2.1,4–0,0.3,Dijon,6418,Stade Louis II.,Johan Hamel,Match Report,
Regular Season,26,Sat,2018-02-17,17:00,Paris S-G,4.7,5–2,0.8,Strasbourg,47059,Parc des Princes,Thomas Léonard,Match Report,
Regular Season,26,Sat,2018-02-17,20:00,Montpellier,1.8,1–1,1.1,Guingamp,9936,Stade de la Mosson,Karim Abed,Match Report,
Regular Season,26,Sat,2018-02-17,20:00,Amiens,0.5,0–0,0.8,Toulouse,8730,Stade de la Licorne,Franck Schneider,Match Report,
Regular Season,26,Sat,2018-02-17,20:00,Caen,3.2,2–2,1.2,Rennes,16083,Stade Michel d'Ornano,Sandro Schärer,Match Report,
Regular Season,26,Sat,2018-02-17,20:00,Troyes,1.7,1–0,1.5,Metz,11337,Stade de l'Aube,Olivier Thual,Match Report,
Regular Season,26,Sat,2018-02-17,20:00,Angers,1.3,0–1,0.6,Saint-Étienne,11166,Stade Raymond Kopa,Antony Gautier,Match Report,
Regular Season,26,Sun,2018-02-18,15:00,Nice,1.0,1–1,1.3,Nantes,20966,Stade de Nice,Clément Turpin,Match Report,
Regular Season,26,Sun,2018-02-18,17:00,Lille,0.8,2–2,2.0,Lyon,39523,Stade Pierre-Mauroy,Benoît Millot,Match Report,
Regular Season,26,Sun,2018-02-18,21:00,Marseille,0.8,1–0,0.2,Bordeaux,47287,Orange Vélodrome,Mikael Lesage,Match Report,

Regular Season,24,Tue,2018-02-20,18:30,Troyes,0.9,0–0,0.5,Dijon,10269,Stade de l'Aube,Amaury Delerue,Match Report,

Regular Season,27,Fri,2018-02-23,20:45,Strasbourg,0.4,0–0,0.4,Montpellier,23305,Stade de la Meinau,Amaury Delerue,Match Report,
Regular Season,27,Sat,2018-02-24,17:00,Toulouse,1.4,3–3,1.8,Monaco,13184,Stadium Municipal,Benoît Millot,Match Report,
Regular Season,27,Sat,2018-02-24,20:00,Nantes,1.3,0–1,0.3,Amiens,18830,Stade de la Beaujoire - Louis Fonteneau,Stéphane Jochem,Match Report,
Regular Season,27,Sat,2018-02-24,20:00,Guingamp,1.7,2–2,1.4,Metz,14447,Stade du Roudourou,Jérôme Brisard,Match Report,
Regular Season,27,Sat,2018-02-24,20:00,Lille,0.7,1–2,1.6,Angers,28629,Stade Pierre-Mauroy,François Letexier,Match Report,
Regular Season,27,Sat,2018-02-24,20:00,Dijon,1.9,2–0,0.9,Caen,10524,Stade Gaston Gérard,Sébastien Desiage,Match Report,
Regular Season,27,Sat,2018-02-24,20:00,Rennes,2.4,2–0,0.6,Troyes,17536,Roazhon Park,Thomas Léonard,Match Report,
Regular Season,27,Sun,2018-02-25,15:00,Bordeaux,1.9,0–0,0.1,Nice,23027,Stade Matmut-Atlantique,Franck Schneider,Match Report,
Regular Season,27,Sun,2018-02-25,17:00,Lyon,0.6,1–1,1.5,Saint-Étienne,58069,Groupama Stadium,Ruddy Buquet,Match Report,
Regular Season,27,Sun,2018-02-25,21:00,Paris S-G,0.9,3–0,0.8,Marseille,47490,Parc des Princes,Benoît Bastien,Match Report,

Regular Season,28,Fri,2018-03-02,19:00,Nice,1.7,2–1,1.0,Lille,20314,Stade de Nice,Thomas Léonard,Match Report,
Regular Season,28,Fri,2018-03-02,20:45,Monaco,3.2,2–1,0.4,Bordeaux,7419,Stade Louis II.,Ruddy Buquet,Match Report,
Regular Season,28,Sat,2018-03-03,17:00,Troyes,0.3,0–2,2.2,Paris S-G,20006,Stade de l'Aube,Karim Abed,Match Report,
Regular Season,28,Sat,2018-03-03,20:00,Metz,1.0,1–1,2.5,Toulouse,11287,Stade Saint-Symphorien,Mikael Lesage,Match Report,
Regular Season,28,Sat,2018-03-03,20:00,Saint-Étienne,1.9,2–2,1.5,Dijon,25150,Stade Geoffroy-Guichard,Benoît Millot,Match Report,
Regular Season,28,Sat,2018-03-03,20:00,Amiens,2.3,0–2,1.3,Rennes,10241,Stade de la Licorne,Nicolas Rainville,Match Report,
Regular Season,28,Sat,2018-03-03,20:00,Angers,2.1,3–0,0.8,Guingamp,9842,Stade Raymond Kopa,Clément Turpin,Match Report,
Regular Season,28,Sun,2018-03-04,15:00,Caen,0.8,2–0,0.7,Strasbourg,16464,Stade Michel d'Ornano,Johan Hamel,Match Report,
Regular Season,28,Sun,2018-03-04,17:00,Montpellier,0.9,1–1,1.1,Lyon,15160,Stade de la Mosson,Benoît Bastien,Match Report,
Regular Season,28,Sun,2018-03-04,21:00,Marseille,1.8,1–1,1.3,Nantes,44203,Orange Vélodrome,Antony Gautier,Match Report,

Regular Season,29,Fri,2018-03-09,20:45,Strasbourg,2.3,1–3,1.1,Monaco,23814,Stade de la Meinau,Antony Gautier,Match Report,
Regular Season,29,Sat,2018-03-10,17:00,Paris S-G,3.6,5–0,0.5,Metz,47227,Parc des Princes,Amaury Delerue,Match Report,
Regular Season,29,Sat,2018-03-10,20:00,Lille,0.7,1–1,0.9,Montpellier,28609,Stade Pierre-Mauroy,Sébastien Moreira,Match Report,
Regular Season,29,Sat,2018-03-10,20:00,Rennes,1.3,1–1,1.5,Saint-Étienne,25655,Roazhon Park,Benoît Bastien,Match Report,
Regular Season,29,Sat,2018-03-10,20:00,Nantes,1.4,1–0,0.3,Troyes,17776,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard,Match Report,
Regular Season,29,Sat,2018-03-10,20:00,Bordeaux,0.7,0–0,0.6,Angers,17194,Stade Matmut-Atlantique,Johan Hamel,Match Report,
Regular Season,29,Sat,2018-03-10,20:00,Dijon,1.1,1–1,1.0,Amiens,12332,Stade Gaston Gérard,Mikael Lesage,Match Report,
Regular Season,29,Sun,2018-03-11,15:00,Guingamp,2.0,2–5,1.6,Nice,13656,Stade du Roudourou,Stéphane Jochem,Match Report,
Regular Season,29,Sun,2018-03-11,17:00,Lyon,1.9,1–0,0.3,Caen,39530,Groupama Stadium,Clément Turpin,Match Report,
Regular Season,29,Sun,2018-03-11,21:00,Toulouse,1.5,1–2,2.3,Marseille,26320,Stadium Municipal,François Letexier,Match Report,

Regular Season,31,Wed,2018-03-14,17:00,Paris S-G,1.7,2–1,1.1,Angers,46757,Parc des Princes,Sébastien Desiage,Match Report,

Regular Season,30,Fri,2018-03-16,20:45,Monaco,1.1,2–1,1.0,Lille,7147,Stade Louis II.,Clément Turpin,Match Report,
Regular Season,30,Sat,2018-03-17,17:00,Bordeaux,1.1,0–2,0.7,Rennes,32626,Stade Matmut-Atlantique,Mikael Lesage,Match Report,
Regular Season,30,Sat,2018-03-17,20:00,Angers,1.7,3–0,0.3,Caen,10342,Stade Raymond Kopa,Olivier Thual,Match Report,
Regular Season,30,Sat,2018-03-17,20:00,Montpellier,2.7,2–2,0.8,Dijon,14747,Stade de la Mosson,Thomas Léonard,Match Report,
Regular Season,30,Sat,2018-03-17,20:00,Toulouse,1.5,2–2,0.9,Strasbourg,14273,Stadium Municipal,Sébastien Moreira,Match Report,
Regular Season,30,Sat,2018-03-17,20:00,Amiens,1.1,1–1,1.6,Troyes,9221,Stade de la Licorne,Stéphane Jochem,Match Report,
Regular Season,30,Sun,2018-03-18,13:00,Nice,1.1,1–2,2.3,Paris S-G,33478,Stade de Nice,François Letexier,Match Report,
Regular Season,30,Sun,2018-03-18,15:00,Metz,0.6,1–1,1.0,Nantes,13058,Stade Saint-Symphorien,Benoît Millot,Match Report,
Regular Season,30,Sun,2018-03-18,17:00,Saint-Étienne,1.1,2–0,0.4,Guingamp,25073,Stade Geoffroy-Guichard,Amaury Delerue,Match Report,
Regular Season,30,Sun,2018-03-18,21:00,Marseille,1.0,2–3,1.4,Lyon,60009,Orange Vélodrome,Ruddy Buquet,Match Report,

Regular Season,31,Sat,2018-03-31,17:00,Dijon,0.7,1–3,3.3,Marseille,15157,Stade Gaston Gérard,Jérôme Brisard,Match Report,
Regular Season,31,Sun,2018-04-01,15:00,Guingamp,1.1,2–1,1.9,Bordeaux,15427,Stade du Roudourou,Sébastien Moreira,Match Report,
Regular Season,31,Sun,2018-04-01,17:00,Lille,1.1,0–1,1.3,Amiens,,Stade Pierre-Mauroy,Karim Abed,Match Report,
Regular Season,31,Sun,2018-04-01,17:00,Nantes,2.0,0–3,2.5,Saint-Étienne,31043,Stade de la Beaujoire - Louis Fonteneau,Stephan Klossner,Match Report,
Regular Season,31,Sun,2018-04-01,17:00,Strasbourg,2.0,2–2,1.7,Metz,25627,Stade de la Meinau,Ruddy Buquet,Match Report,
Regular Season,31,Sun,2018-04-01,17:00,Caen,1.2,1–3,1.8,Montpellier,17686,Stade Michel d'Ornano,Sébastien Desiage,Match Report,
Regular Season,31,Sun,2018-04-01,17:00,Troyes,0.7,0–2,2.2,Nice,11013,Stade de l'Aube,Johan Hamel,Match Report,
Regular Season,31,Sun,2018-04-01,21:00,Lyon,2.5,2–0,0.5,Toulouse,48548,Groupama Stadium,Benoît Bastien,Match Report,
Regular Season,31,Wed,2018-04-04,18:45,Rennes,1.8,1–1,0.9,Monaco,17448,Roazhon Park,Amaury Delerue,Match Report,

Regular Season,32,Fri,2018-04-06,20:45,Saint-Étienne,2.7,1–1,1.2,Paris S-G,37602,Stade Geoffroy-Guichard,Nicolas Rainville,Match Report,
Regular Season,32,Sat,2018-04-07,17:00,Monaco,0.5,2–1,0.4,Nantes,8557,Stade Louis II.,François Letexier,Match Report,
Regular Season,32,Sat,2018-04-07,20:00,Guingamp,2.2,4–0,0.5,Troyes,14604,Stade du Roudourou,Franck Schneider,Match Report,
Regular Season,32,Sat,2018-04-07,20:00,Bordeaux,2.1,2–1,0.7,Lille,34997,Stade Matmut-Atlantique,Thomas Léonard,Match Report,
Regular Season,32,Sat,2018-04-07,20:00,Angers,1.0,1–1,1.3,Strasbourg,11893,Stade Raymond Kopa,Stéphane Jochem,Match Report,
Regular Season,32,Sat,2018-04-07,20:00,Amiens,1.2,3–0,1.8,Caen,9506,Stade de la Licorne,Benoît Millot,Match Report,
Regular Season,32,Sat,2018-04-07,20:00,Toulouse,1.0,0–1,1.0,Dijon,17246,Stadium Municipal,Hakim Ben El Hadj Salem,Match Report,
Regular Season,32,Sun,2018-04-08,15:00,Nice,0.7,1–1,0.8,Rennes,23827,Stade de Nice,Jérôme Brisard,Match Report,
Regular Season,32,Sun,2018-04-08,17:00,Metz,0.5,0–5,2.0,Lyon,15540,Stade Saint-Symphorien,Antony Gautier,Match Report,
Regular Season,32,Sun,2018-04-08,21:00,Marseille,1.0,0–0,0.4,Montpellier,39163,Orange Vélodrome,Mikael Lesage,Match Report,

Regular Season,33,Fri,2018-04-13,20:45,Angers,1.2,1–1,1.2,Nice,12754,Stade Raymond Kopa,Clément Turpin,Match Report,
Regular Season,33,Sat,2018-04-14,17:00,Lyon,2.8,3–0,0.3,Amiens,47513,Groupama Stadium,Johan Hamel,Match Report,
Regular Season,33,Sat,2018-04-14,20:00,Nantes,1.2,1–1,0.6,Dijon,19209,Stade de la Beaujoire - Louis Fonteneau,Olivier Thual,Match Report,
Regular Season,33,Sat,2018-04-14,20:00,Strasbourg,1.0,0–1,0.5,Saint-Étienne,25377,Stade de la Meinau,Mikael Lesage,Match Report,
Regular Season,33,Sat,2018-04-14,20:00,Lille,1.3,2–2,0.5,Guingamp,33461,Stade Pierre-Mauroy,Benoît Bastien,Match Report,
Regular Season,33,Sat,2018-04-14,20:00,Rennes,1.6,1–2,1.2,Metz,22855,Roazhon Park,Hakim Ben El Hadj Salem,Match Report,
Regular Season,33,Sun,2018-04-15,15:00,Montpellier,1.5,1–3,1.7,Bordeaux,13520,Stade de la Mosson,Karim Abed,Match Report,
Regular Season,33,Sun,2018-04-15,17:00,Troyes,1.8,2–3,1.5,Marseille,18011,Stade de l'Aube,Sébastien Moreira,Match Report,
Regular Season,33,Sun,2018-04-15,21:00,Paris S-G,2.6,7–1,1.6,Monaco,46869,Parc des Princes,Ruddy Buquet,Match Report,

Regular Season,34,Fri,2018-04-20,19:30,Nantes,1.8,1–1,1.6,Rennes,32431,Stade de la Beaujoire - Louis Fonteneau,Benoît Bastien,Match Report,
Regular Season,34,Fri,2018-04-20,21:00,Dijon,0.8,2–5,2.7,Lyon,15102,Stade Gaston Gérard,Franck Schneider,Match Report,
Regular Season,34,Sat,2018-04-21,17:00,Marseille,2.9,5–1,1.4,Lille,51098,Orange Vélodrome,Amaury Delerue,Match Report,
Regular Season,34,Sat,2018-04-21,20:00,Metz,1.3,1–1,0.6,Caen,16518,Stade Saint-Symphorien,Karim Abed,Match Report,
Regular Season,34,Sat,2018-04-21,20:00,Toulouse,2.3,2–0,0.5,Angers,14414,Stadium Municipal,Jérôme Brisard,Match Report,
Regular Season,34,Sat,2018-04-21,20:00,Guingamp,3.3,3–1,0.3,Monaco,14968,Stade du Roudourou,Benoît Millot,Match Report,
Regular Season,34,Sat,2018-04-21,20:00,Amiens,1.0,3–1,1.6,Strasbourg,9784,Stade de la Licorne,Olivier Thual,Match Report,
Regular Season,34,Sun,2018-04-22,15:00,Nice,1.6,1–0,0.4,Montpellier,21285,Stade de Nice,Ruddy Buquet,Match Report,
Regular Season,34,Sun,2018-04-22,17:00,Saint-Étienne,2.0,2–1,1.0,Troyes,31692,Stade Geoffroy-Guichard,Stéphane Jochem,Match Report,
Regular Season,34,Sun,2018-04-22,21:00,Bordeaux,1.7,0–1,0.9,Paris S-G,41290,Stade Matmut-Atlantique,Antony Gautier,Match Report,

Regular Season,33,Wed,2018-04-25,18:45,Caen,0.3,0–0,0.4,Toulouse,18658,Stade Michel d'Ornano,Benoît Millot,Match Report,

Regular Season,35,Fri,2018-04-27,20:45,Montpellier,1.7,0–1,1.3,Saint-Étienne,15814,Stade de la Mosson,Thomas Léonard,Match Report,
Regular Season,35,Sat,2018-04-28,17:00,Lyon,3.2,2–0,0.5,Nantes,50443,Groupama Stadium,Antony Gautier,Match Report,
Regular Season,35,Sat,2018-04-28,20:00,Troyes,1.1,3–1,0.7,Caen,14019,Stade de l'Aube,Hakim Ben El Hadj Salem,Match Report,
Regular Season,35,Sat,2018-04-28,20:00,Monaco,0.7,0–0,1.0,Amiens,8164,Stade Louis II.,Mikael Lesage,Match Report,
Regular Season,35,Sat,2018-04-28,20:00,Bordeaux,2.2,3–1,1.6,Dijon,22584,Stade Matmut-Atlantique,Johan Hamel,Match Report,
Regular Season,35,Sat,2018-04-28,20:00,Strasbourg,0.9,1–1,1.6,Nice,25386,Stade de la Meinau,Amaury Delerue,Match Report,
Regular Season,35,Sat,2018-04-28,20:00,Lille,2.5,3–1,1.1,Metz,38429,Stade Pierre-Mauroy,François Letexier,Match Report,
Regular Season,35,Sun,2018-04-29,15:00,Rennes,2.4,2–1,0.8,Toulouse,20138,Roazhon Park,Stéphane Jochem,Match Report,
Regular Season,35,Sun,2018-04-29,17:00,Angers,1.3,1–1,1.6,Marseille,15794,Stade Raymond Kopa,Nicolas Rainville,Match Report,
Regular Season,35,Sun,2018-04-29,21:00,Paris S-G,2.4,2–2,1.5,Guingamp,47759,Parc des Princes,Sébastien Moreira,Match Report,

Regular Season,36,Fri,2018-05-04,20:45,Amiens,0.4,2–2,2.7,Paris S-G,11676,Stade de la Licorne,Hakim Ben El Hadj Salem,Match Report,
Regular Season,36,Sun,2018-05-06,15:00,Saint-Étienne,2.0,1–3,1.3,Bordeaux,33741,Stade Geoffroy-Guichard,Sébastien Moreira,Match Report,
Regular Season,36,Sun,2018-05-06,16:30,Lyon,1.4,3–0,1.2,Troyes,54274,Groupama Stadium,Nicolas Rainville,Match Report,
Regular Season,36,Sun,2018-05-06,17:00,Toulouse,0.6,2–3,3.2,Lille,26251,Stadium Municipal,Clément Turpin,Match Report,
Regular Season,36,Sun,2018-05-06,17:00,Metz,0.8,1–2,1.2,Angers,13295,Stade Saint-Symphorien,Olivier Thual,Match Report,
Regular Season,36,Sun,2018-05-06,17:00,Nantes,1.2,0–2,0.7,Montpellier,19895,Stade de la Beaujoire - Louis Fonteneau,Franck Schneider,Match Report,
Regular Season,36,Sun,2018-05-06,17:00,Rennes,2.2,2–1,1.2,Strasbourg,23554,Roazhon Park,Benoît Millot,Match Report,
Regular Season,36,Sun,2018-05-06,17:00,Dijon,2.3,3–1,0.4,Guingamp,13157,Stade Gaston Gérard,Karim Abed,Match Report,
Regular Season,36,Sun,2018-05-06,17:00,Caen,1.2,1–2,1.5,Monaco,17468,Stade Michel d'Ornano,Ruddy Buquet,Match Report,
Regular Season,36,Sun,2018-05-06,21:05,Marseille,1.7,2–1,0.9,Nice,51443,Orange Vélodrome,Antony Gautier,Match Report,

Regular Season,37,Fri,2018-05-11,20:45,Guingamp,3.5,3–3,1.8,Marseille,18378,Stade du Roudourou,Amaury Delerue,Match Report,
Regular Season,37,Sat,2018-05-12,21:00,Strasbourg,1.2,3–2,1.1,Lyon,25503,Stade de la Meinau,Clément Turpin,Match Report,
Regular Season,37,Sat,2018-05-12,21:00,Montpellier,1.1,1–1,0.6,Troyes,12125,Stade de la Mosson,François Letexier,Match Report,
Regular Season,37,Sat,2018-05-12,21:00,Bordeaux,3.2,4–2,0.7,Toulouse,38630,Stade Matmut-Atlantique,Ruddy Buquet,Match Report,
Regular Season,37,Sat,2018-05-12,21:00,Amiens,1.6,2–0,1.3,Metz,10969,Stade de la Licorne,Johan Hamel,Match Report,
Regular Season,37,Sat,2018-05-12,21:00,Lille,2.4,2–1,1.6,Dijon,46342,Stade Pierre-Mauroy,Nicolas Rainville,Match Report,
Regular Season,37,Sat,2018-05-12,21:00,Nice,2.9,4–1,0.8,Caen,22570,Stade de Nice,Franck Schneider,Match Report,
Regular Season,37,Sat,2018-05-12,21:00,Paris S-G,0.9,0–2,1.0,Rennes,47352,Parc des Princes,Jérôme Brisard,Match Report,
